IATA_Code,Airport,City
UHT,Ummahat Water Aerodrome,
UIB,El Carano Airport,Quibdo
UIH,Phu Cat Airport,Qui Nhon
UII,Utila,Corozal
UIK,Ust-Ilimsk,Ust'-Ilimsk
UIL,Quillayute State,Forks
UIN,Quincy Municipal Airport,Payson
UIO,Mariscal Sucre International Airport,Quito
UIP,Pluguffan Airport,Pluguffan
UIQ,Quine Hill,
UIR,Quirindi,Quirindi
UIT,Jaluit Island,Jabor
UIZ,Berz-Macomb,Utica
UJE,Ujae Island,Ujae
UJN,Uljin,Cheongsong gun
UJU,Uiju Airfield,Uiju
UKA,Ukunda Airport,Gazi
UKB,Kobe Airport,Kobe
UKE,Utkela Airport,Utkela
UKG,Ust-Kuiga,Ust-Kuyga
UKH,Mukhaizna,Hayma'
UKI,Ukiah,Ukiah
UKK,Ust-Kamenogorsk Airport,Belusovka
UKN,Waukon Municipal Airport,Waukon
UKR,Mukeiras,Mukayras
UKS,Belbek,Inkerman
UKT,Upper Bucks,Quakertown
UKU,Nuku,
UKX,Ust-Kut Airport,Ust'-Kut
UKY,Kyoto,Kyoto
ULA,San Julian,San Julian
ULB,Ulei,Lakatoro
ULC,Los Cerrillos,Lo Prado
ULD,Ulundi,Ulundi
ULE,Sule,Kokopo
ULG,Ulgit,OElgiy
ULH,Prince Abdul Majeed bin Abdulaziz Airport,Al 'Ula
ULI,Ulithi,Fais
ULK,Lensk Airport,Lensk
ULL,Mull,Isle Of Mull
ULM,New Ulm,New Ulm
ULN,Chinggis Khaan International Airport,
ULO,Ulaangom,Ulaangom
ULP,Quilpie,
ULQ,Farfan,Tulua
ULS,Mulatos,Necocli
ULU,Gulu,Gulu
ULV,Baratayevka,
ULX,Ulusaba,Thulamahashi
ULY,Ulyanovsk Vostochny Airport,Isheyevka
ULZ,Uliastai,Uliastay
UMA,Punta De Maisi,Maisi
UMB,North Shore,
UMC,Umba,
UMD,Uummannaq,Uummannaq
UME,Umea Airport,Umea
UMI,Quincemil,Quince Mil
UMM,Summit,Healy
UMR,Woomera,Roxby Downs
UMS,Ust-Maya,Ust-Maya
UMT,Umiat,
UMU,Ernesto Geisel,Umuarama
UMY,Sumy,Sumy
UMZ,Mena Intermountain Municipal Airport,Mena
UNA,Una,Una
UNC,Unguia,Ungia
UND,Kunduz,Kunduz
UNE,Qachas Nek,Zastron
UNG,Kiunga,Kiunga
UNI,Union Island,
UNK,Unalakleet Airport,
UNN,Ranong Airport,Ranong
UNR,Underkhaan,Undurkhaan
UNS,Umnak,Unalaska
UNT,Baltasound,
UNU,Dodge County,Juneau
UOA,Mururoa Airstrip,
UOL,Buol,Kali
UON,Muong Sai,Muang Xay
UOS,Franklin County,Sewanee
UOX,University-Oxford,University
UPA,Punta Alegre,Chambas
UPB,Playa Baracoa,Bauta
UPG,Sultan Hasanuddin International Airport,Makassar
UPL,Upala,Bijagua
UPN,Licenciado y General Ignacio Lopez Rayon Airport,Uruapan
UPP,Upolu Point,Hawi
UPR,Upiara,
UPV,Upavon,Rushall
UQE,Queen,
URA,Uralsk Airport,Oral
URB,Ernesto Pochler,Castilho
URC,Urumqi Diwopu International Airport,
URD,Burg Feuerstein,Ebermannstadt
URE,Kuressaare Airport,Kuressaare
URG,Ruben Berta Airport,Uruguaiana
URI,Uribe,Mesetas
URJ,Uraj Airport,Uray
URM,Uriman,
URN,Urgoon,Urgun
URO,Boos,Boos
URR,Urrao,Urrao
URS,Kursk Vostochny Airport,Kursk
URT,Surat Thani Airport,Phunphin
URU,Uroubi,Popondetta
URY,Gurayat Airport,Al Qurayyat
URZ,Uruzgan,Uruzgan
USA,Concord-Padgett Regional Airport,Harrisburg
USC,Union County Airport,Union
USH,Malvinas Argentinas International Airport,Ushuaia
USI,Mabaruma,Mabaruma
USJ,Usharal,Sarkand
USK,Usinsk Airport,Usinsk
USL,Useless Loop,Carnarvon
USM,Koh Samui Airport,Ko Samui
USN,Ulsan Airport,Ulsan
USO,Usino,
USQ,Usak,Usak
USR,Ust-Nera Airport,Ust-Nera
USS,Sancti Spiritus,Sancti Spiritus
UST,St. Augustine Airport,Villano Beach
USU,Busuanga Airport,
UTA,Mutare,Mutare
UTB,Muttaburra,
UTC,Soesterberg,De Bilt
UTD,Nutwood Downs,
UTG,Quthing,Quthing
UTH,Udon Thani International Airport,Udon Thani
UTI,Utti,Kouvola
UTK,Utirik Island,Utrik
UTL,Torremolinos,Torremolinos
UTM,Tunica Municipalcipal Airport,Tunica
UTN,Upington Airport,Upington
UTO,Indian Mountain AFS,
UTP,Utapao Airport,Ban Chang
UTR,Uttaradit,Uttaradit
UTS,Ust-Tsilma,Ust-Tsilma
UTT,Umtata Airport,Mthatha
UTU,Ustupo,El Porvenir
UTW,Queenstown,Queenstown
UUA,Bugulma Airport,Bugul'ma
UUD,Ulan-Ude Airport,Zarechnyy
UUK,Kuparuk,
UUN,Baruun-Urt,Baruun-Urt
UUS,Yuzhno-Sakhalinsk Airport,Yuzhno-Sakhalinsk
UUU,Manumu,
UVA,Garner Field,Uvalde
UVE,Ouvea Airport,Fayaoue
UVF,Hewanorra Airport,Vieux Fort
UVI,União da Vitória Airport,Porto Uniao
UVL,Kharga,Al Kharijah
UVO,Uvol,
UWA,Ware,Ware
UYL,Nyala,Nyala
UYN,Yulin Yuyang Airport,Yulin
UYU,Uyuni,Uyuni
UZC,Uzice-Ponikve,Bajina Basta
UZH,Unayzah,Unaizah
UZM,Hope Bay,
UZR,Urzhar Airport,Urzhar
UZU,Curuzu Cuatia,Curuzu Cuatia
VAA,Vaasa Airport,Ristinummi
VAB,Yavarate,Mitu
VAC,Varrelbusch,Garrel
VAD,Moody AFB,
VAF,Chabeuil,Malissard
VAG,Major-Brigadeiro Trompowsky Airport,Varginha
VAH,Vallegrande,Vallegrande
VAI,Vanimo Airport,Vanimo
VAK,Chevak Airport,
VAL,Valenca,Valenca
VAM,Villa International Airport Maamigili,Mahibadhoo
VAN,Van Ferit Melen Airport,Van
VAO,Suavanao Airstrip,
VAP,Valparaiso,Valparaiso
VAQ,Vanavara Airport,Vanavara
VAR,Varna Airport,Aksakovo
VAS,Sivas Airport,Sivas
VAT,Vatomandry,Andovoranto
VAU,Vatukoula,
VAV,Lupepau'u Airport,Neiafu
VAW,Vardoe Airport,Vuorea
VBA,Ann,Minbu
VBC,Mandalay Chanmyathazi Airport,Mandalay
VBG,Vandenberg AFB,Lompoc
VBM,Blue Mountain,
VBP,Bokpyin Airport,Tha Sae
VBS,Montichiari Airport,Vighizzolo
VBV,Vanuabalavu,Alo
VBY,Visby Airport,Visby
VCA,Can Tho Airport,Can Tho
VCB,View Cove,
VCC,New Vacaria Airport,Vacaria
VCD,Victoria River Downs,Katherine
VCE,Venice Marco Polo Airport,Tessera
VCF,Valcheta Airport,Valcheta
VCH,Vichadero,Isidoro Noblia
VCL,Chu Lai International Airport,Nui Thanh
VCP,Viracopos Airport,Indaiatuba
VCR,Carora,Carora
VCS,Con Dao,Vinh Binh
VCT,County-Foster,Victoria
VCV,Southern California Logistics,Victorville
VDA,Ovda Airport,Eilat
VDB,Valdres Lufthavn Leirin,Fagernes
VDC,Vitoria Da Conquista Airport,Vitoria da Conquista
VDE,Hierro Airport,Valverde
VDH,Dong Hoi Airport,Kwang Binh
VDI,Vidalia Municipal Airport,Vidalia
VDM,Gobernador Edgardo Castello Airport,Viedma
VDO,Van Don,Cam Pha Mines
VDP,Valle De Pascua,Valle de La Pascua
VDR,Villa Dolores,Villa Dolores
VDS,Vadso Airport,Vadso
VDU,Tom O'Connor Oilfield,Refugio
VDY,Jindal,Sandur
VDZ,Valdez Municipal Airport,Valdez
VEE,Venetie,Eielson Air Force Base
VEG,Maikwak,Mahdia
VEL,Vernal Regional Airport,Naples
VEO,Severo-Yeniseyskiy Airport,
VER,Veracruz International Airport,Hacienda Sotavento
VEV,Barakoma,Buala
VEX,Tioga Municipal Airport,Mansfield
VEY,Vestmannaeyjar,Vestmannaeyjar
VFA,Victoria Falls Airport,Victoria Falls
VGA,Vijayawada Airport,Gannavaram
VGD,Vologda Airport,Vologda
VGG,Vangrieng,Tolga
VGO,Vigo Airport,Redondela
VGS,General Villegas,General Villegas
VGT,North Air Terminal,Paradise
VGZ,Villagarzon,Villagarzon
VHC,Saurimo,Saurimo
VHM,Vilhelmina Airport,Vilhelmina
VHN,Culberson County,Van Horn
VHV,Verhnevilyuisk,Verkhnevilyuysk
VHY,Charmeil,Creuzier-le-Vieux
VHZ,Vahitahi,
VIA,Vienna,Videira
VIB,Villa Constitucion,Ciudad Constitucion
VIC,Trissino,
VIE,Vienna International Airport,Fischamend Dorf
VIF,Vieste,Vieste
VIG,El Vigia,El Vigia
VIH,Rolla National,Belle
VII,Vinh Airport,Hung Nguyen
VIJ,Virgin Gorda Airport,Tortola
VIK,Airstrip,
VIL,Dakhla Airport,Dakhla
VIN,Havryshivka Vinnytsia International Airport,Vinnytsya
VIP,PAYERNE Airport,Payerne
VIQ,Viqueque,Viqueque
VIR,Virginia,Durban
VIS,Visalia,Goshen
VIT,Vitoria Airport,Salvatierra
VIU,Viru Harbour Airstrip,Gizo
VIV,Vivigani,
VIX,Eurico de Aguiar Salles Airport,Vila Velha
VIY,Villa Coublay,Velizy-Villacoublay
VJB,Xai Xai,Xai-Xai
VJI,Virginia Highlands,Abingdon
VJQ,Gurue,Mutuali
VKG,Rach Gia Airport,Rach Gia
VKO,Vnukovo Airport,Vnukovo
VKS,Vicksburg,Vicksburg
VKT,Vorkuta Airport,Vorkuta
VKV,Vaskovo Airport,Arkhangelsk
VKW,West Kavik,
VLA,Vandalia,Vandalia
VLC,Valencia Airport,
VLD,Valdosta Regional Airport,Valdosta
VLE,J t Robidoux,Grand Canyon Village
VLG,Villa Gesell,Mar del Plata
VLI,Bauerfield Airport,
VLK,Volgodonsk,Tsimlyansk
VLL,Valladolid Airport,Villanubla
VLM,Villamontes,Villamontes
VLN,Arturo Michelena International Airport,Los Guayos
VLO,Stolport,Vallejo
VLP,Vila Rica,Conceicao do Araguaia
VLR,Vallenar,Vallenar
VLS,Valesdir,Port-Vila
VLU,Velikiye Luki,Velikiye Luki
VLV,Carvajal,Valera
VLY,Anglesey Airport,Valley
VME,Villa Mercedes,Villa Mercedes
VMI,INC,Porto Murtinho
VMU,Baimuru,
VNA,Saravane,Salavan
VNC,Venice Municipalcipal,South Venice
VND,Vangaindrano,Vangaindrano
VNE,Meucon,Vannes
VNG,Viengxay,Vangviang
VNO,Vilnius International Airport,Naujamiestis
VNR,Vanrook,
VNS,Lal Bahadur Shastri International Airport,Baragaon
VNT,Ventspils International Airport,
VNX,Vilanculos Airport,Maxixe
VNY,Van Nuys Airport,Northridge
VOD,Vodochody,
VOG,Volgograd International Airport,Gumrak
VOH,Vohemar,Sambava
VOI,Voinjama,Voinjama
VOK,Volk Field,New Lisbon
VOL,Nea Anchialos,Nea Ionia
VOT,Votuporanga,Votuporanga
VOZ,Voronezh Airport,Podgornoye
VPE,Ondjiva,Ondjiva
VPG,Vipingo,Takaungu
VPN,Vopnafjordur,Egilsstadir
VPS,Destin Fort Walton Beach Airport,Eglin Village
VPY,Chimoio Airport,Chimoio
VPZ,Porter County,Valparaiso
VQQ,Cecil Field,Jacksonville
VQS,Antonio Rivera Rodriguez Airport,Esperanza
VRA,Juan Gualberto Gomez Airport,Matanzas
VRB,Vero Beach Municipal Airport,Vero Beach
VRC,Virac Airport,Calatagan
VRE,Vredendal,Vredendal
VRI,Varandey,Parma
VRK,Varkaus,Varkaus
VRL,Vila Real Airport,Vila Real
VRN,Verona Villafranca Airport,Dossobuono
VRO,Kawama,Varadero
VRS,Versailles,Versailles
VRU,Vryburg,Vryburg
VRY,Stolport (Not operational),Sorland
VRZ,Lavras Airport,Lavras
VSA,Carlos Rovirosa Perez International Airport,El Bajio
VSE,Viseu Airport,Viseu
VSF,State,Springfield
VSG,Lugansk,Luhansk
VSK,Vista Field,Kennewick
VSO,Phuoclong,Thi Tran Phuoc Long
VST,Vasteras/Hasslo Airport,Vasteras
VSV,Shravasti Airport,Shravasti
VTA,Victoria,Las Vegas
VTB,Vitebsk,Vitebsk
VTE,Wattay International Airport,Si Chiang Mai
VTF,Vatulele,Nadi
VTG,Vung Tau,Vung Tau
VTL,Vittel,Vittel
VTM,Nevatim AFB,Dimona
VTN,Miller Field,Valentine
VTU,Las Tunas,Las Tunas
VTZ,Vishakhapatnam Airport,Gajuwaka
VUP,Valledupar Airport,Valledupar
VUS,Velikij Ustyug Airport,Velikiy Ustyug
VUU,Mvuu Camp,Blantyre
VVB,Mahanoro,Mahanoro
VVC,La Vanguardia Airport,Villavicencio
VVI,Viru Viru International Airport,La Belgica
VVK,Vastervik,Vaestervik
VVN,Malvinas,Pangoa
VVO,Vladivostok International Airport,Artem
VVZ,Illizi Airport,Illizi
VXC,Lichinga Airport,Lichinga
VXE,Cesaria Evora International Airport,Mindelo
VXO,Vaxjo Airport,Vaexjoe
VYD,Vryheid,Vryheid
VYI,Vilyuisk,Vilyuysk
VYS,Illinois Valley Regnl,Peru
WAA,Wales Airport,
WAB,Wabag,
WAC,Waca,Areka
WAD,Andriamena,
WAE,Wadi Ad Dawasir Airport,As Sulayyil
WAF,Wana,Wana
WAG,Wanganui Airport,Wanganui
WAH,Wahpeton,Wahpeton
WAI,Antsohihy,
WAJ,Wawoi Falls,
WAK,Ankazoabo,Ankazoabo
WAL,Wallops Flight Center,Chincoteague
WAM,Ambatondrazaka,Ambatondrazaka
WAN,Waverney,
WAO,Wabo,Ihu
WAP,Alto Palena,Palena
WAQ,Antsalova,
WAR,Waris,Banda
WAT,Waterford,Waterford
WAU,Wauchope,Port Macquarie
WAV,Kalkgurung,
WAW,Frederic Chopin Airport,Wlochy
WAX,Zuwarah,Zuwarah
WAY,Greene County,Waynesboro
WAZ,Warwick,Warwick
WBA,Wahai,Wahai
WBB,Stebbins Airport,
WBC,Wapolu,
WBD,Befandriana,
WBE,Bealanana,Bealanana
WBG,Schleswig-jagel,Jagel
WBI,Broker Inn,
WBK,Community,West Branch
WBM,Wapenamanda Airport,
WBN,Cummings Park,Woburn
WBO,Beroroha,
WBQ,Beaver,Fairbanks
WBR,Big Rapids,Big Rapids
WBU,Boulder Municipal,
WBW,Wilkes-Barre/Wyoming Valley,Wilkes-Barre
WCA,Gamboa,Castro
WCD,Carosue Dam Airport,Stoneville
WCH,Chaiten,Chaiten
WCR,Chandalar,Ester
WDA,Wadi Ain,Al Hajab
WDB,Deep Bay,
WDG,Enid Woodring Mun.,Enid
WDH,Hosea Kutako International Airport,
WDI,Wondai,Wondai
WDN,Waldron Island,
WDR,Winder,Winder
WDS,Shiyan Wudangshan Airport,Luancheng
WDY,Kodiak Fss,Kodiak
WEA,Parker County,Weatherford
WED,Wedau,
WEF,Weifang Airport,Weifang
WEH,Weihai International Airport,Dashuipo
WEI,Weipa Airport,Weipa
WEL,Welkom,Welkom
WEP,Weam,Kwikila
WES,Weasua Airport,Bopolu
WET,Wagethe,Bomomani
WEW,Wee Waa,Narrabri
WFB,Waterfront SPB,
WFD,Woodford,Adlington
WFI,Fianarantsoa,Fianarantsoa
WFK,Frenchville,Madawaska
WGA,Wagga Wagga Airport,Forest Hill
WGB,Bahawalnagar,Bahawalnagar
WGC,Warangal,Warangal
WGE,Walgett,Lightning Ridge
WGN,Waitangi,Dargaville
WGO,Winchester Regional,Winchester
WGP,Waingapu Airport,Mangga Dua
WGT,Wangaratta,Wangaratta
WGU,Wagau,
WGY,Wagny,Acurenam
WHA,Wuhu Xuanzhou Airport,Xinfeng
WHB,Eliwana Airport,Eliwana
WHD,SPB,
WHF,Wadi Halfa,Abu Sunbul
WHH,Hiltons Har H,
WHK,Whakatane Airport,Whakatane
WHL,Welshpool,Morwell
WHN,Wuhan Hannan General Airport,Wuhan
WHO,Franz Josef,Hokitika
WHP,Whiteman,Los Angeles
WHS,Whalsay,Shetland
WHT,Wharton,Wharton
WHU,Wuhu,Jinghu
WIB,Wilbarger County,Pekanbaru
WIC,Wick Airport,Wick
WIE,Air Base,Wiesbaden
WIK,Surfdale,Pakuranga
WIL,Wilson Airport,Nairobi
WIN,Winton Airport,Hughenden
WIO,Wilcannia,Broken Hill
WIR,Wairoa,Wairoa
WIT,Wittenoom,
WIU,Witu,Kimbe
WJA,Woja,Airuk
WJF,William J Fox,Lancaster
WJR,Wajir Airport,Wajir
WJU,Wonju Airport,Wonju
WKA,Wanaka,Wanaka
WKB,Warracknabeal,Horsham
WKF,Waterkloof AFB,Colesberg
WKI,Hwange,Hwange
WKJ,Hokkaido Airport,Makubetsu
WKK,Aleknagik,
WKL,Waikoloa Airport,Kalaoa
WKN,Wakunai,Arawa
WKR,Walker's Cay,High Rock
WLA,Wallal,
WLB,Labouchere Bay,
WLC,Walcha,Enmore
WLD,Arkansas City,Winfield
WLE,Miles Airport,Westcourt
WLG,Wellington International Airport,Wellington
WLH,Walaha,Saratamata
WLK,Selawik Airport,
WLL,Wollogorang,Mount Isa
WLM,Waltham,Waltham
WLN,Little Naukati,
WLO,Waterloo,
WLP,West Angelas Airport,Tom Price
WLR,Loring,
WLS,Wallis Island Airport,Mata-Utu
WLW,Glenn County,Rancho Tehama Reserve
WMA,Mandritsara,Antsirabe Afovoany
WMB,Warrnambool,Warrnambool
WMC,Winnemucca,Winnemucca
WMD,Mandabe,Beroroha
WME,Mount Keith,
WMH,Mountain Home,Mountain Home
WMI,Warsaw-Modlin Airport,Zakroczym
WMK,SPB,
WML,Malaimbandy,
WMN,Maroantsetra,Maroantsetra
WMO,White Mountain Airport,Nome
WMP,Mampikony,Tsaratanana
WMR,Mananara,Mananara
WMT,Zunyi Maotai Airport,Daba
WMV,Madirovalo,Ambato Boeny
WMX,Wamena Airport,Wurigelebur
WNA,Napakiak Sea Plane Base,
WNC,Naukati Bay SPB,
WND,Windarra,
WNE,Wora Na Ye,Omboue
WNH,Wenshan Puzhehei Airport,Wenshan City
WNI,Matahora Airport,Katabu
WNN,Wunnummin Lake Airport,
WNP,Naga Airport,San Agustin
WNR,Windorah,
WNS,Nawabshah,Nawabshah
WNU,Wanuma,Madang
WNZ,Wenzhou Longwan International Airport,Qidu
WOA,Wonenara,
WOD,Wood River,Wood River
WOE,Woensdrecht,Woensdrecht
WOG,Woodgreen Airport,
WOK,Wonken,Santa Elena de Uairen
WOL,Wollongong,Albion Park Rail
WON,Wondoola,
WOO,Woodchopper,
WOR,Moramba,
WOS,Wonsan,
WOT,Wonan,Ma-kung
WOW,Willow,Willow
WPA,Puerto Aisen,Puerto Aisen
WPB,Port Berge,Antsohihy
WPC,Pincher Creek,
WPK,Wrotham Park,Mareeba
WPL,Powell Lake,
WPM,Wipim,
WPO,North Fork Valley,Paonia
WPR,Porvenir,Punta Arenas
WPU,Puerto Williams,Ushuaia
WRA,Warder,Dhuusamarreeb
WRB,Robins AFB,Centerville
WRE,Whangarei Airport,Whangarei
WRG,Wrangell Airport,
WRH,Wrench Creek,
WRI,Mc Guire AFB,Groveville
WRL,Worland Municipalcipal,Worland
WRN,Windarling Airport,Merredin
WRO,Wroclaw Airport,Smolec
WRT,Warton Aerodrome,Warton
WRW,Warrawagine,Port Hedland
WRY,Westray Airport,Kirkwall
WRZ,Wirawila,Tangalla
WSA,Wasua,Daru
WSB,SPB,Virginia City
WSD,Condron AAF,White Sands
WSF,Sarichef,Akutan
WSG,County,Washington
WSH,Brookhaven,Mastic Beach
WSJ,San Juan SPB,Kodiak Station
WSK,Chongqing Wushan Airport,Quchi
WSM,Wiseman,Nuiqsut
WSN,South Naknek,Dillingham
WSO,Washabo,Skeldon
WSP,Waspam,Waspam
WSQ,Uxin Banner Galutu Airport,
WSR,Wasior,Wasior
WST,Westerly State,Westerly
WSU,Wasu,Lae
WSX,Westsound,Friday Harbor
WSY,Whitsunday Airstrip,Proserpine
WSZ,Westport Airport,Westport
WTA,Tambohorano,Maintirano
WTB,Toowoomba Wellcamp Airport,Westbrook
WTC,World Trade Center,
WTD,West End,West End
WTE,Wotje Island,Wotje
WTK,Noatak,Kotzebue
WTL,Tuntutuliak,
WTN,Waddington RAF Station,Waddington
WTO,Wotho Island,Wotho
WTP,Woitape,Kokoda
WTR,White River,Whiteriver
WTS,Tsiroanomandidy,Tsiroanomandidy
WTT,Wantoat,Kainantu
WTX,Way Tuba Gatot Subroto Airport,Lampung
WTZ,Whitianga,Whitianga
WUA,Wuhai Airport,Wuhai
WUD,Wudinna,Caralue
WUG,Wau,
WUH,Wuhan Tianhe International Airport,
WUI,Murrin Murrin Airport,Kalgoorlie
WUM,Wasum,Kandrian
WUN,Wiluna,
WUS,Wuyishan Airport,Xingtian
WUT,Xinzhou Wutaishan Airport,Jinchang
WUU,Wau,Wau
WUV,Wuvulu Island,Aitape
WUX,Sunan Shuofang International Airport,Shuofang
WUZ,Changzhoudao,Longxu
WVB,Rooikop Airport,Walvis Bay
WVI,Watsonville,Watsonville
WVK,Manakara,Manakara
WVL,Robert Lafleur,Oakland
WVN,Wilhelmshaven,Wilhelmshaven
WWA,Wasilla,Wasilla
WWD,Cape May County,Erma
WWI,Woodie Woodie,
WWK,Boram Airport,Wewak
WWP,Whale Pass,Petersburg
WWR,West Woodward,Woodward
WWT,Newtok,Hooper Bay
WWY,West Wyalong,West Wyalong
WXN,Wanxian Airport,Wuqiao
WYA,Whyalla Airport,Whyalla
WYB,SPB,
WYE,Yengema,Motema
WYN,Wyndham,Kununurra
WYS,Yellowstone Airport,West Yellowstone
WZA,Wa Airport,Wa
WZQ,Urad Middle Banner,Haliut
WZY,Paradise Island Seaplane Base,Nassau
XAA,Yerevan Stadium,Yerevan
XAI,Xinyang Minggang Airport,Minggang
XAL,Alamos,Alamos
XAP,Chapeco Airport,Chapeco
XAR,Aribinda,Deou
XAU,Saul,Camopi
XAY,Xayabury,Con Cuong
XBB,Blubber Bay,
XBE,Bearskin Lake,
XBG,Bogande,Bogande
XBJ,Birjand Airport,Birjand
XBL,Buno Bedelle,Bedele
XBN,Biniguni,Alotau
XBO,Boulsa,Boulsa
XBR,Brockville,Brockville
XBW,Killineq,Aylmer
XCH,Christmas Island Airport,Flying Fish Cove
XCL,Cluff Lake,
XCM,Chatham,Walpole Island
XCN,Coron Airport,Coron
XCO,Colac,Colac
XCR,Chalons Vatry Airport,Mailly-le-Camp
XDE,Diebougou,Diebougou
XDJ,Djibo,Djibo
XEN,Xingcheng,Kuancheng
XEO,Harbour,
XEQ,Harbour,Nanortalik
XES,Lake Geneva Aire Estates Airport,Lake Geneva
XEX,Aerogare,Torcy
XFN,Xiangyang Airport,Shuanggou
XFW,Hamburg Finkenwerder Airport,Isernhagen Farster Bauerschaft
XFZ,Charny,Breakeyville
XGA,Gaoua,Gaoua
XGG,Gorom-Gorom,Gorom-Gorom
XGL,Granville Lake,
XGN,Xangongo,Outapi
XGR,Kangiqsualujjuaq Airport,
XHN,"Guillemins, Raiway Stn",Liege
XIC,Xichang Airport,Xichang
XIE,Xienglom,Chaloem Phra Kiat
XIG,Xinguara,Sao Geraldo do Araguaia
XIJ,Ahmed Al Jaber,Al Ahmadi
XIL,Xilinhot Airport,Xilin Hot
XIN,Xingning,Shejiang
XIQ,Harbour,Ilulissat
XIY,Xianyang International Airport,Dizhang
XJD,Al Udeid AB,Ar Rayyan
XJH,Hong Kong Harbour,Wan Chai
XJM,Mangla Airport,Jhelum
XKA,Kantchari,Diapaga
XKH,Xieng Khouang Airport,Muang Phonsavan
XKO,Kemano,
XKS,Kasabonika,
XKY,Kaya,Kaya
XLB,Lac Brochet,
XLF,Leaf Bay,
XLO,Long Xuyen,Lap Vo
XLS,St Louis,Saint-Louis
XLU,Leo,Leo
XLW,Lemwerder,Lemwerder
XMA,Maramag,Maramag
XMC,Mallacoota,Eden
XMD,Madison,Madison
XMG,Mahendranagar,Banbasa
XMH,Manihi,Tiarei
XMI,Masasi,Masasi
XML,Minlaton,Honiton
XMN,Xiamen Gaoqi International Airport,Yingcun
XMP,Macmillan Pass,
XMS,Macas,Macas
XMY,Yam Island,Thursday Island
XNA,Northwest Arkansas Regional,Cave Springs
XNG,Quang Ngai,Quang Ngai
XNH,Nasiriyah Airport,An Nasiriyah
XNN,Xining Caojiabao Airport,Gaozhai
XNT,Xingtai,Xingtai
XNU,Nouna,Nouna
XNY,39th Street Ferry,Weehawken
XOF,Stratford International Rail Station,
XPA,Pama,Pama
XPK,Pukatawagan,
XPL,Coronel Enrique Soto Cano AB,Comayagua
XPP,Poplar River,
XPR,Pine Ridge,Pine Ridge
XPU,West Kuparuk,Prudhoe Bay
XPZ,Harbour,Saint-Tropez
XQP,Quepos Airport,Quepos
XQU,Qualicum,Parksville
XRH,Richmond AFB,Richmond
XRQ,Xinbarag Youqi Baogede Airport,Hulun
XRR,Ross River,
XRY,Jerez Airport,
XSB,Sir Bani Yas Island Airport,
XSC,International,Cockburn Town
XSD,Test Range,Tonopah
XSE,Sebba,Sebba
XSI,South Indian Lake,
XSM,St Marys,Leonardtown
XSO,Siocon,Siocon
XSP,Seletar,
XTG,Thargomindah,Bourke
XTL,Tadoule Lake,
XTO,Taroom,Taroom
XTR,Tara,Chinchilla
XTT,Etoile,Paris
XUZ,Xuzhou Guanyin Airport,Suicheng
XVL,Vinh Long,Vinh Long
XWA,Williston Basin International Airport,Williston
XWZ,Nykoping,Nykoping
XXK,Katrineholm,Katrineholm
XYA,Yandina,Honiara
XYE,Ye,Sangkhla Buri
XYP,Avesta Krylbo,
XYR,Yellow River,Ubrub
XZA,Zabre,Po
YAA,Anahim Lake,
YAB,Arctic Bay,
YAC,Cat Lake,
YAD,Moose Lake,
YAE,Alta Lake,
YAF,Asbestos Hill,Asbestos
YAG,Fort Frances Municipal Airport,International Falls
YAH,Lagrande 4,
YAI,Chillan,Chillan
YAJ,Lyall Harbour,
YAK,Yakutat Airport,
YAL,Alert Bay,
YAM,Sault Ste Marie Airport,Sault Ste Marie
YAN,Yangambi,Yangambi
YAO,Yaounde Airport,Yaounde
YAP,Yap International Airport,Colonia
YAQ,Maple Bay,
YAR,Lagrande 3,Chapais
YAS,Yasawa Island,Ba
YAT,Attawapiskat,
YAU,Kattiniq/donaldson,
YAV,Miners Bay,
YAW,Shearwater,Dartmouth
YAX,Angling Lake Airport,
YAY,St Anthony,Lewisporte
YAZ,Tofino Airport,
YBA,Banff,Banff
YBB,Kugaaruk,
YBC,Baie-Comeau Airport,Baie-Comeau
YBD,New Westminster,New Westminster
YBE,Uranium City,
YBF,Bamfield,
YBG,Saguenay-Bagotville Airport,
YBH,Bull Harbour,
YBI,Black Tickle,
YBJ,Baie Johan Beetz,
YBK,Baker Lake,
YBL,Campbell River Airport,
YBM,Bronson Creek,
YBN,Borden,Summerside
YBO,Bob Quinn Lake,Ketchikan
YBP,Yibin Caiba Airport,Yibin
YBQ,Telegraph Harbour,
YBR,Brandon Municipal Airport,Brandon
YBS,Musselwhite,
YBT,Brochet,
YBV,Berens River Airport,
YBW,Springbank,
YBX,Blanc Sablon,
YBY,Bonnyville,Bonnyville
YCA,Courtenay,
YCB,Cambridge Bay Airport,
YCC,Regional,Cornwall
YCD,Nanaimo Airport,
YCE,Centralia,South Huron
YCF,Cortes Bay,
YCG,Castlegar Airport,Castlegar
YCH,Miramichi,Miramichi
YCI,Caribou Island,
YCJ,Cape St James,
YCK,Colville Lake,
YCL,Charlo,Carleton-sur-Mer
YCM,Niagara District Airport,Niagara-on-the-Lake
YCN,Cochrane,
YCO,Kugluktuk Airport,
YCQ,Chetwynd,
YCR,Cross Lake,
YCS,Chesterfield Inlet,
YCT,Coronation,Hanna
YCU,Yuncheng Airport,Yuncheng
YCV,Cartierville,
YCW,Chilliwack Municipalcipal Airport,Chilliwack
YCX,Gagetown,
YCY,Clyde River,
